,real_price_test,predict_price_test
0,15.3,14.922076225280762
1,15.200000000000001,15.132266998291016
2,15.24,15.03394889831543
3,14.710000000000003,15.07111930847168
4,14.77,14.536355018615723
5,16.25,14.60445499420166
6,17.88,16.09891700744629
7,17.15,17.712814331054688
8,18.6,16.950605392456055
9,20.46,18.434988021850586
10,21.09,20.286291122436523
11,22.92,20.885454177856445
12,25.210000000000004,22.727638244628906
